"Gene"	"Element"	"Class"
"117_rep22_1_repB(pUB110)_X03408.1"	"plasmid"	"rep22"
"1247_IS91_CP003740.1"	"insertion_element_IS91"	"IS91"
"1567_IS91_CP003740.1"	"insertion_element_IS91"	"IS91"
"1859_IS91_CP003740.1"	"insertion_element_IS91"	"IS91"
"2662_IS91_CP003740.1"	"insertion_element_IS91"	"IS91"
"978_tnpA_AF141323.1"	"transposase"	"tnpA"
"1969_tnpA_X87144.1"	"transposase"	"tnpA"
"234_pEC4115_1__NC_011351"	"plasmid"	"pEC4115"
"1493_tnpA_HG813238.1"	"transposase"	"tnpA"
"2090_tnpA_JQ241792.1"	"transposase"	"tnpA"
"2539_tnpA_AY177427.1"	"transposase"	"tnpA"
"2582_tnpA_JQ241791.1"	"transposase"	"tnpA"
"755_IS26_KT334335.1"	"transposase"	"tnpA"
"324_IS903"	"IS903"	"IS903"
"1500_tnpA_KC354801.1"	"transposase"	"tnpA"
"2387_tnpA_JN106170.1"	"transposase"	"tnpA"
"1803_int3_FR775240.1"	"integrase"	"int3"
"2402_int2_ADFW01000001.1"	"integrase"	"int2"
"1592_int3_CP003859.1"	"integrase"	"int3"
"2289_tnpA_EU402605.1"	"transposase"	"tnpA"
"2750_tnpA_FIGH01000007.1"	"transposase"	"tnpA"
"1242_tnpA_KP826710.1"	"transposase"	"tnpA"
"2436_tnpA_X92946.1"	"transposase"	"tnpA"
"1132_tnpA_AY509004.1"	"transposase"	"tnpA"
"1768_tnpA_FQ482074.1"	"transposase"	"tnpA"
"202_IncFIB(pCTU3)_1_pCTU3_FN543096"	"plasmid"	"IncFIB(pCTU3)"
"265_repA_2_pKPC-2_JX397875"	"plasmid"	"repA"
"1307_IS91_AM902716.1"	"insertion_element_IS91"	"IS91"
"2556_tnpA_EU646207.1"	"transposase"	"tnpA"
"1037_tnpA_AY849557.2"	"transposase"	"tnpA"
"1771_tnpA_KR066794.1"	"transposase"	"tnpA"
"2021_tnpA_AF118548.1"	"transposase"	"tnpA"
"301_tnpA_AB362339.1"	"transposase"	"tnpA"
"653_tnpA_KJ933392.1"	"transposase"	"tnpA"
"1474_tnpA_AM286416.1"	"transposase"	"tnpA"
"2166_IS91_CU928162.2"	"insertion_element_IS91"	"IS91"
"2177_tnpA_AE014299.2"	"transposase"	"tnpA"
"170_IncFIB(AP001918)_1__AP001918"	"plasmid"	"IncFIB(AP001918)"
"2717_tnpA_KM877517.1"	"transposase"	"tnpA"
"124_repUS2__repA(pBI143)_BFU30316"	"plasmid"	"repUS2"
"1096_tnpA_AEEH01000035.1"	"transposase"	"tnpA"
"1213_IS91_CP005930.1"	"insertion_element_IS91"	"IS91"
"1742_IS91_MJVB01000022.1"	"insertion_element_IS91"	"IS91"
"2486_IS91_FKHA01000014.1"	"insertion_element_IS91"	"IS91"
"2579_tnpA_KM877517.1"	"transposase"	"tnpA"
"2652_IS91_CP003235.1"	"insertion_element_IS91"	"IS91"
"63_rep13_1_ORF(pC194)_NC002013"	"plasmid"	"rep13"
"67_rep13_5_rep(pMC524/MBM)_AJ312056.2"	"plasmid"	"rep13"
"1241_tnpA2B2-ISLL6_LT599053.1"	"transposase"	"tnpA2B2-ISLL6"
"125_repUS3__repM200(pBM200)_DQ437521"	"plasmid"	"repUS3"
"2213_tnpA_AF535087.1"	"transposase"	"tnpA"
"2457_tnpA_HM440049.2"	"transposase"	"tnpA"
"383_tnpA_AY509004.1"	"transposase"	"tnpA"
"468_tnpA_AF051917.1"	"transposase"	"tnpA"
"550_tnpA_11_KU665641.1"	"transposase"	"tnpA"
"689_tnpA_KT601170.1"	"transposase"	"tnpA"
"794_tnpA_JQ764731.1"	"transposase"	"tnpA"
"213_IncFII(pYVa12790)_1_pYVa12790_AY150843"	"plasmid"	"IncFII(pYVa12790)"
"2574_ISSfl3_AL391753"	"ISSfl3"	"ISSfl3"
"661_IS10"	"IS10"	"IS10"
"1954_tnpA_CP008727.1"	"transposase"	"tnpA"
"1016_tnpA_AJ971344.1"	"transposase"	"tnpA"
"1115_tnpA_CCDS01000003.1"	"transposase"	"tnpA"
"407_ISCR1-transposase_CP004852.1"	"ISCR"	"ISCR1-transposase"
"605_IS91_LRLG01000089.1"	"insertion_element_IS91"	"IS91"
"1120_tnpA_AF535086.1"	"transposase"	"tnpA"
"2737_tnpA_CP002881.1"	"transposase"	"tnpA"
"155_IncL/M_1__AF550415"	"plasmid"	"IncL/M"
"2183_tnpA_JQ764731.1"	"transposase"	"tnpA"
"154_IncL/M(pOXA-48)_1_pOXA-48_JN626286"	"plasmid"	"IncL/M(pOXA-48)"
"1175_tnpA_CCDT01000001.1"	"transposase"	"tnpA"
"1660_int3_CAPD01000005.1"	"integrase"	"int3"
"2203_tnpA_CCET01000003.1"	"transposase"	"tnpA"
"975_tnpA_AB001611.1"	"transposase"	"tnpA"
"2079_tnpA_KJ933392.1"	"transposase"	"tnpA"
"2572_IS91_AJLR01000152.1"	"insertion_element_IS91"	"IS91"
"843_intI1_KM234279.1"	"integrase"	"intI1"
"1140_tnpA_ACPY01000017.1"	"transposase"	"tnpA"
"2419_tnpA_APYP01000154.1"	"transposase"	"tnpA"
"315_IS10R"	"IS10R"	"IS10R"
"487_IS91_CP001384.1"	"insertion_element_IS91"	"IS91"
"1191_IS679_NC002142"	"IS679"	"IS679"
"1466_tnpA_CP000355.2"	"transposase"	"tnpA"
"1164_tnpA_Z54268.1"	"transposase"	"tnpA"
"2595_IS91_APLF01000001.1"	"insertion_element_IS91"	"IS91"
"185_IncFIB(S)_1__FN432031"	"plasmid"	"IncFIB(S)"
"204_IncFIB(pB171)_1_pB171_AB024946"	"plasmid"	"IncFIB(pB171)"
"1142_tnpA2_HE798556.1"	"transposase"	"tnpA2"
"144_repUS22__rep(SAP015B)_GQ900502.1"	"plasmid"	"repUS22"
"1750_intI1_AF322577.2"	"integrase"	"intI1"
"496_tniB_CP017656.1"	"tniB"	"tniB"
"943_tnpA_AM286430.1"	"transposase"	"tnpA"
"1137_tnpAIS5_KF719970.1"	"transposase"	"tnpAIS5"
"1303_IS91_MOKM01000292.1"	"insertion_element_IS91"	"IS91"
"22_rep5_7_rep(pJE1)_AF051916.1"	"plasmid"	"rep5"
"2642_IS91_CWWW01000350.1"	"insertion_element_IS91"	"IS91"
"555_IS91_LGMW01000068.1"	"insertion_element_IS91"	"IS91"
"1988_tnpA_AEQQ01000129.1"	"transposase"	"tnpA"
"2135_IS91_CYAU01000079.1"	"insertion_element_IS91"	"IS91"
"2545_tnpA_CR555306.1"	"transposase"	"tnpA"
"176_IncHI2A_1__BX664015"	"plasmid"	"IncHI2A"
"1212_IS91_CXAZ01000340.1"	"insertion_element_IS91"	"IS91"
"1283_tnpA_JMOZ01000294.1"	"transposase"	"tnpA"
"2300_tnpA_LRIA01000135.1"	"transposase"	"tnpA"
"2507_IS91_CXZV01000067.1"	"insertion_element_IS91"	"IS91"
"996_IS91_MIWW01000058.1"	"insertion_element_IS91"	"IS91"
"568_IS91_MIVN01000038.1"	"insertion_element_IS91"	"IS91"
"1649_tnpA_KT225462.1"	"transposase"	"tnpA"
"722_tnpA_Y18009.2"	"transposase"	"tnpA"
"1059_tnpA1_CP002879.1"	"transposase"	"tnpA1"
"2231_tnpA_AB024564.1"	"transposase"	"tnpA"
"236_pSM22_1__NC_015972"	"plasmid"	"pSM22"
"697_IS91_CP009632.1"	"insertion_element_IS91"	"IS91"
"748_tniA_JN566044.1"	"tniA"	"tniA"
"1062_int2_BA000030.4"	"integrase"	"int2"
"1495_tnpA_FN806773.1"	"transposase"	"tnpA"
"688_tnpA5_HG916826.1"	"transposase"	"tnpA5"
"874_tnpA_CP011546.1"	"transposase"	"tnpA"
"561_tnpA_JORG01000037.1"	"transposase"	"tnpA"
"515_IS91_MIWW01000160.1"	"insertion_element_IS91"	"IS91"
"264_repA_1_pKPC-2_CP013325"	"plasmid"	"repA"
"1754_IS91_CP000036.1"	"insertion_element_IS91"	"IS91"
"2017_IS91_CP019242.1"	"insertion_element_IS91"	"IS91"
"508_tnpA_KU341381.1"	"transposase"	"tnpA"
"2027_IS91_MOCX01000041.1"	"insertion_element_IS91"	"IS91"
"1296_tnpA_AY042783.1"	"transposase"	"tnpA"
"1319_tnpA_AJ422230.1"	"transposase"	"tnpA"
"2576_tnpA_JN232517.1"	"transposase"	"tnpA"
"547_tnpA_FIID01000012.1"	"transposase"	"tnpA"
"1623_tnpA_CP011273.1"	"transposase"	"tnpA"
"1749_IS91_CVRB01000001.1"	"insertion_element_IS91"	"IS91"
"743_IS91_CP018817.1"	"insertion_element_IS91"	"IS91"
"2157_tnpA4_FJ948173.1"	"transposase"	"tnpA4"
"2331_tnpA_JF745030.2"	"transposase"	"tnpA"
"215_IncFII(pCRY)_1_pCRY_NC_005814"	"plasmid"	"IncFII(pCRY)"
"526_tnpA_AJSK01000032.1"	"transposase"	"tnpA"
"1219_IS91_MJIC01000005.1"	"insertion_element_IS91"	"IS91"
"1550_tnpA3_HE577054.1"	"transposase"	"tnpA3"
"1687_tnpA_LN879484.1"	"transposase"	"tnpA"
"2014_tnpA_4_KU665641.1"	"transposase"	"tnpA"
"141_repUS19__rep(pDLK3)_GU562626.1"	"plasmid"	"repUS19"
"813_IS91_MCFX02000002.1"	"insertion_element_IS91"	"IS91"
"1275_tnpA_AB035324.1"	"transposase"	"tnpA"
"192_IncP(Beta)_1_Beta_U67194"	"plasmid"	"IncP(Beta)"
"690_tnpA_Y17752.1"	"transposase"	"tnpA"
"770_IS91_AAND01000006.1"	"insertion_element_IS91"	"IS91"
"173_IncFII(pKPX1)_AP012055"	"plasmid"	"IncFII(pKPX1)"
"212_IncFII(pCTU2)_1_pCTU2_FN543095"	"plasmid"	"IncFII(pCTU2)"
"214_IncFII(pMET)_1_pMET1_EU383016"	"plasmid"	"IncFII(pMET)"
"1936_IS91_AKKM01000045.1"	"insertion_element_IS91"	"IS91"
"2555_tnpA_CDAG01000031.1"	"transposase"	"tnpA"
"370_tnpA_KP893385.1"	"transposase"	"tnpA"
"455_IS91_CYGC01000053.1"	"insertion_element_IS91"	"IS91"
"1182_tnpA_KP400525.1"	"transposase"	"tnpA"
"2783_tnpA_JQ837276.1"	"transposase"	"tnpA"
"177_IncHI1B_1_pNDM-MAR_JN420336"	"plasmid"	"IncHI1B"
"29_rep7_6_ORF(pKH1)_SAU38656"	"plasmid"	"rep7"
"2471_tnpA-1_AJ877225.1"	"transposase"	"tnpA-1"
"166_IncU_1__DQ401103"	"plasmid"	"IncU"
"2085_tnpA_KR014106.1"	"transposase"	"tnpA"
"366_tnpA_JFVF01000080.1"	"transposase"	"tnpA"
"1357_IS91_FCOK02000015.1"	"insertion_element_IS91"	"IS91"
"2354_tnpA_AFPR01000540.1"	"transposase"	"tnpA"
"378_tnpA_HE983996.1"	"transposase"	"tnpA"
"81_rep18_2_repA(pEF418)_AF408195"	"plasmid"	"rep18"
"2566_tnpA_CP009233.1"	"transposase"	"tnpA"
"1806_int2_KP211414.1"	"integrase"	"int2"
"1884_IS91_CP000705.1"	"insertion_element_IS91"	"IS91"
"189_IncFIB(K)_1_Kpn3_JN233704"	"plasmid"	"IncFIB(K)"
"198_IncFIB(pECLA)_1_pECLA_CP001919"	"plasmid"	"IncFIB(pECLA)"
"199_IncFIB(pLF82)_1_pLF82_CU638872"	"plasmid"	"IncFIB(pLF82)"
"200_IncFIB(pKPHS1)_1_pKPHS1_CP003223"	"plasmid"	"IncFIB(pKPHS1)"
"203_IncFIB(pENTE01)_1_pENTE01_CP000654"	"plasmid"	"IncFIB(pENTE01)"
"205_IncFIB(pENTAS01)_1_pENTAS01_CP003027"	"plasmid"	"IncFIB(pENTAS01)"
"209_IncFII(pENTA)_1_pENTA_CP003027"	"plasmid"	"IncFII(pENTA)"
"1098_tnpA_KX756453.1"	"transposase"	"tnpA"
"657_tnpA_ISSod8_AE014300.1"	"transposase"	"tnpA"
"1449_IS91_LRLC01000340.1"	"insertion_element_IS91"	"IS91"
"1579_tnpA_AIGD01000018.1"	"transposase"	"tnpA"
"593_tnpA2_DQ126685.1"	"transposase"	"tnpA2"
"822_tnpA_CP000857.1"	"transposase"	"tnpA"
"1387_tnpA_KP400525.1"	"transposase"	"tnpA"
"2469_tnpA-2_HG916826.1"	"transposase"	"tnpA-2"
"2497_tnpA_ISSod8_AE014300.1"	"transposase"	"tnpA"
"1024_tnpA_HE983995.1"	"transposase"	"tnpA"
"1423_tnpA_5_CP001621.1"	"transposase"	"tnpA"
"1562_tnpA_6_CP001621.1"	"transposase"	"tnpA"
"1947_tnpA_JN704639.1"	"transposase"	"tnpA"
"2055_tnpA_1_CP001621.1"	"transposase"	"tnpA"
"2209_tnpA_JFHO01000247.1"	"transposase"	"tnpA"
"2333_tnpA_8_CP001621.1"	"transposase"	"tnpA"
"2328_IS91_MCFX02000002.1"	"insertion_element_IS91"	"IS91"
"146_IncHI1B(R27)_1_R27_AF250878"	"plasmid"	"IncHI1B(R27)"
"2206_tnpA_CAHS01000016.1"	"transposase"	"tnpA"
"225_pADAP_1__AF135182"	"plasmid"	"pADAP"
"2764_tnpA4_CP005961.1"	"transposase"	"tnpA4"
"788_tnpA_FIIQ01000003.1"	"transposase"	"tnpA"
"2173_tnpA_APYD01000144.1"	"transposase"	"tnpA"
"147_IncHI1B(CIT)_1_pNDM-CIT_JX182975"	"plasmid"	"IncHI1B(CIT)"
"1329_tnpA_FR775234.1"	"transposase"	"tnpA"
"1830_tnpA_HE795043.1"	"transposase"	"tnpA"
"2109_IS91_FM179322.1"	"insertion_element_IS91"	"IS91"
"2659_IS91_FM179322.1"	"insertion_element_IS91"	"IS91"
"336_IS26_LN794248.1"	"IS26"	"IS26"
"917_tnpA_CCYY01000001.1"	"transposase"	"tnpA"
"1646_tnpA3_HG916826.1"	"transposase"	"tnpA3"
"218_IncFII(p96A)_1_p96A_JQ418521"	"plasmid"	"IncFII(p96A)"
"235_pJARS36_1__NC_015068"	"plasmid"	"pJARS36"
"1369_tnpA_BX908798.1"	"transposase"	"tnpA"
"1748_IS91_FPLG01000151.1"	"insertion_element_IS91"	"IS91"
"2048_IS91_LGMW01000166.1"	"insertion_element_IS91"	"IS91"
"432_tnpA_FJ628170.1"	"transposase"	"tnpA"
"1135_tnpA_JX570731.1"	"transposase"	"tnpA"
"1975_tnpA_CP000352.1"	"transposase"	"tnpA"
"2010_tnpA_IS5_like_KR822246.1"	"transposase"	"tnpA"
"567_tnpA_CPVS01000003.1"	"transposase"	"tnpA"
"2357_tnpA_AL590842.1"	"transposase"	"tnpA"
"1808_IS91_CP000698.1"	"insertion_element_IS91"	"IS91"
"1846_tnpA_AKNE01000024.1"	"transposase"	"tnpA"
"2456_tnpA2_CP000831.1"	"transposase"	"tnpA2"
"2610_IS91_MKCZ01000133.1"	"insertion_element_IS91"	"IS91"
"101_rep20_10_repA(SAP057A)_NC_013334.1"	"plasmid"	"rep20"
"2430_tnpA_KF601686.2"	"transposase"	"tnpA"
"295_IS91_LGMM01000043.1"	"insertion_element_IS91"	"IS91"
"338_IS91_CP000034.1"	"insertion_element_IS91"	"IS91"
"491_tnpA_CXDB01000323.1"	"transposase"	"tnpA"
"2059_IS91_MPUO01000154.1"	"insertion_element_IS91"	"IS91"
"2082_tnpA_CU459003.1"	"transposase"	"tnpA"
"2758_tnpA_JNNA01000051.1"	"transposase"	"tnpA"
"1124_tnpA_FN806773.1"	"transposase"	"tnpA"
"2310_tnpA_CCVZ01000009.1"	"transposase"	"tnpA"
"2776_tnpA_CP000352.1"	"transposase"	"tnpA"
"762_IS91_CYEF01000052.1"	"insertion_element_IS91"	"IS91"
"294_IS91_MOFA01000112.1"	"insertion_element_IS91"	"IS91"
"1014_IS91_LGMY01000167.1"	"insertion_element_IS91"	"IS91"
"157_IncN_1__AY046276"	"plasmid"	"IncN"
"128_repUS6__rep(pFL1)_NC002132"	"plasmid"	"repUS6"
"1462_IS91_LGTC01000001.1"	"insertion_element_IS91"	"IS91"
"1563_orf513_Y16016.1"	"orf513"	"orf513"
"1590_IS91_CP000690.1"	"insertion_element_IS91"	"IS91"
"1613_tnpA_AGBB01000127.1"	"transposase"	"tnpA"
"1971_tniB_CCES01000002.1"	"tniB"	"tniB"
"1200_IS91_CP000503.1"	"insertion_element_IS91"	"IS91"
"1658_tnpA5_HG918041.1"	"transposase"	"tnpA5"
"481_tnpA_CBTV010000136.1"	"transposase"	"tnpA"
"645_tnpA_JFHO01000232.1"	"transposase"	"tnpA"
"791_tnpA_FO818637.1"	"transposase"	"tnpA"
"914_tnpA_JX570731.1"	"transposase"	"tnpA"
"1356_Tn916-orf17_KC414929"	"Tn916"	"Tn916-orf17"
"1599_IS91_ABCK01000025.1"	"insertion_element_IS91"	"IS91"
"448_IS91_AP012273.1"	"insertion_element_IS91"	"IS91"
"1902_tnpA_6_KU665641.1"	"transposase"	"tnpA"
"1974_tnpA_KF295829.1"	"transposase"	"tnpA"
"2152_IS91_CP000316.1"	"insertion_element_IS91"	"IS91"
"2446_tnpA2_ADFW01000001.1"	"transposase"	"tnpA2"
"2537_tnpAIS1_KF719970.1"	"transposase"	"tnpAIS1"
"2603_tnpA_JX077110.1"	"transposase"	"tnpA"
"2619_IS91_CP003740.1"	"insertion_element_IS91"	"IS91"
"369_tnpA_KU682280.1"	"transposase"	"tnpA"
"480_tnpA_JX077110.1"	"transposase"	"tnpA"
"773_IS91_CP001918.1"	"insertion_element_IS91"	"IS91"
"775_IS91_MOHT01000119.1"	"insertion_element_IS91"	"IS91"
"954_tnpA_KP987218.1"	"transposase"	"tnpA"
"1895_IS91_CXEP01000256.1"	"insertion_element_IS91"	"IS91"
"2324_IS91_MNYJ01000177.1"	"insertion_element_IS91"	"IS91"
"462_IS91_CP002738.1"	"insertion_element_IS91"	"IS91"
"778_IS91_CP002738.1"	"insertion_element_IS91"	"IS91"
"782_IS91_CP007567.1"	"insertion_element_IS91"	"IS91"
"909_IS91_CP000503.1"	"insertion_element_IS91"	"IS91"
"272_intI1_EF592570.1"	"integrase"	"intI1"
"560_IS91_LRLF01000202.1"	"insertion_element_IS91"	"IS91"
"1094_tnpA_CCRM01000135.1"	"transposase"	"tnpA"
"172_IncFIC(FII)_1__AP001918"	"plasmid"	"IncFIC(FII)"
"1532_Tn916-orf18_KC414929"	"Tn916"	"Tn916-orf18"
"2237_tnpA_ADNV01000324.1"	"transposase"	"tnpA"
"1208_IS91_CP000721.1"	"insertion_element_IS91"	"IS91"
"1624_delta-tnpA_HF545433.1"	"transposase"	"delta-tnpA"
"591_tnpA03_KJ721803.1"	"transposase"	"tnpA03"
"1758_IS91_LRLG01000187.1"	"insertion_element_IS91"	"IS91"
"1833_tnpA_JN849689.1"	"transposase"	"tnpA"
"2107_IS91_CP000503.1"	"insertion_element_IS91"	"IS91"
"2299_IS91_CP012903.1"	"insertion_element_IS91"	"IS91"
"310_IS91_LRLA01000003.1"	"insertion_element_IS91"	"IS91"
"849_IS91_CP001013.1"	"insertion_element_IS91"	"IS91"
"2682_IS91_CP000453.1"	"insertion_element_IS91"	"IS91"
"52_rep10_3_ORF(pNE131)_NC001390"	"plasmid"	"rep10"
"612_IS91_CP000036.1"	"insertion_element_IS91"	"IS91"
"1683_IS91_CP013141.1"	"insertion_element_IS91"	"IS91"
"1738_IS91_FRDV01000023.1"	"insertion_element_IS91"	"IS91"
"2351_tnpA_CBYB010000003.1"	"transposase"	"tnpA"
"2368_IS91_MNRK01000081.1"	"insertion_element_IS91"	"IS91"
"2621_IS91_CP017603.1"	"insertion_element_IS91"	"IS91"
"734_tnpA_KX646543.1"	"transposase"	"tnpA"
"1067_tnpA_CP009632.1"	"transposase"	"tnpA"
"1701_IS91_AJHK02000009.1"	"insertion_element_IS91"	"IS91"
"920_tnpA_CP002880.1"	"transposase"	"tnpA"
"1334_tnpA_U66845.1"	"transposase"	"tnpA"
"1730_IS91_CP001053.1"	"insertion_element_IS91"	"IS91"
"2664_IS91_CP001046.1"	"insertion_element_IS91"	"IS91"
"2669_tnpA_JX442974.1"	"transposase"	"tnpA"
"2740_tnpA_AEEJ01000034.1"	"transposase"	"tnpA"
"2752_tnpA_ALWR01000001.1"	"transposase"	"tnpA"
"587_IS91_AVVC01000064.1"	"insertion_element_IS91"	"IS91"
"918_tnpA_AJ439607.2"	"transposase"	"tnpA"
"1097_tnpA_CAGJ01000211.1"	"transposase"	"tnpA"
"180_IncN2_1__JF785549"	"plasmid"	"IncN2"
"181_IncN3_1__EF219134"	"plasmid"	"IncN3"
"50_rep10_1_repL(pE5)_M17990"	"plasmid"	"rep10"
"53_rep10_4_repL(pDLK1)_GU562624.1"	"plasmid"	"rep10"
"54_rep10_5_repL(pWBG738)_DQ088624.1"	"plasmid"	"rep10"
"55_rep10_6_rep(SAP093B)_GQ900442.1"	"plasmid"	"rep10"
"380_tnpA_Y17750.1"	"transposase"	"tnpA"
"1663_IS91_FCOM02000090.1"	"insertion_element_IS91"	"IS91"
"1712_tnpA_CU459003.1"	"transposase"	"tnpA"
"1989_tnpA_AMGB01000016.1"	"transposase"	"tnpA"
"2661_IS91_CP001831.1"	"insertion_element_IS91"	"IS91"
"2593_IS91_MCFX02000002.1"	"insertion_element_IS91"	"IS91"
"1163_tnpA_LOMY01000027.1"	"transposase"	"tnpA"
"1514_IS91_CP002783.1"	"insertion_element_IS91"	"IS91"
"2285_tnpA_KM583817.1"	"transposase"	"tnpA"
"2313_IS91_CP002447.1"	"insertion_element_IS91"	"IS91"
"606_IS91_AIEV01000007.1"	"insertion_element_IS91"	"IS91"
"672_tnpA_FIKS01000003.1"	"transposase"	"tnpA"
"1752_IS91_LGMX01000143.1"	"insertion_element_IS91"	"IS91"
"2165_IS91_MJIC01000017.1"	"insertion_element_IS91"	"IS91"
"2650_IS91_CP017250.1"	"insertion_element_IS91"	"IS91"
"2671_tnpA_EU636005.1"	"transposase"	"tnpA"
"441_tnpA_BX936398.1"	"transposase"	"tnpA"
"56_rep10b_1_rep(pSK3)_NC001994"	"plasmid"	"rep10b"
"57_rep10b_2_rep(pSK6)_SAU96610"	"plasmid"	"rep10b"
"675_tnpA_CQBA01000027.1"	"transposase"	"tnpA"
"995_IS91_CP001046.1"	"insertion_element_IS91"	"IS91"
"1459_tnpA_CBZM010000369.1"	"transposase"	"tnpA"
"1998_tnpA_CAOC01000088.1"	"transposase"	"tnpA"
"1390_tnpA_BX936398.1"	"transposase"	"tnpA"
"1533_tnpA_FAVL01000073.1"	"transposase"	"tnpA"
"1818_tnpA_7_10_LN890520.1"	"transposase"	"tnpA"
"1856_IS91_CP011072.1"	"insertion_element_IS91"	"IS91"
"1943_IS91_CP001831.1"	"insertion_element_IS91"	"IS91"
"2551_tnpA_AJ430202.1"	"transposase"	"tnpA"
"2601_tnpA_KP987215.1"	"transposase"	"tnpA"
"328_tnpA_AL513382.1"	"transposase"	"tnpA"
"356_tnpA_7_2_LN890520.1"	"transposase"	"tnpA"
"609_IS91_CP002783.1"	"insertion_element_IS91"	"IS91"
"760_tnpA_FBYD01000004.1"	"transposase"	"tnpA"
"924_tnpA_FR877557.1"	"transposase"	"tnpA"
"1568_tnpA_FO704551.1"	"transposase"	"tnpA"
"1878_tnpA_JX442974.1"	"transposase"	"tnpA"
"2015_IS91_CP002783.1"	"insertion_element_IS91"	"IS91"
"2112_IS91_CP002783.1"	"insertion_element_IS91"	"IS91"
"2121_IS91_CP002783.1"	"insertion_element_IS91"	"IS91"
"2420_IS91_CP002783.1"	"insertion_element_IS91"	"IS91"
"2604_tnpA_CAVM010000213.1"	"transposase"	"tnpA"
"2785_tnpA_JQ611726.1"	"transposase"	"tnpA"
"919_tnpA_CBSX010000099.1"	"transposase"	"tnpA"
"841_IS200_X56834"	"IS200"	"IS200"
"2558_IS91_MOIV01000035.1"	"insertion_element_IS91"	"IS91"
"1170_tnpA_ISSod8_AE014300.1"	"transposase"	"tnpA"
"1327_tnpA_FO203427.1"	"transposase"	"tnpA"
"1433_tnpA_KJ488943.1"	"transposase"	"tnpA"
"2413_tnpA_IS630_delta1_EU219534.1"	"transposase"	"tnpA"
"2514_IS91_CP000539.1"	"insertion_element_IS91"	"IS91"
"332_tniB_LC169579.1"	"tniB"	"tniB"
"933_tnpA_AY786980.1"	"transposase"	"tnpA"
"1379_tnpA_ALDG01000161.1"	"transposase"	"tnpA"
"1410_IS91_AQDE01000087.1"	"insertion_element_IS91"	"IS91"
"1759_tnpA_CP007448.1"	"transposase"	"tnpA"
"2040_tnpA_CP000645.1"	"transposase"	"tnpA"
"2049_IS91_CP002784.1"	"insertion_element_IS91"	"IS91"
"2160_IS91_FO000002.1"	"insertion_element_IS91"	"IS91"
"237_IncQ2_1__FJ696404"	"plasmid"	"IncQ2"
"238_IncQ1_1__HE654726"	"plasmid"	"IncQ1"
"2459_tnpA_KF861983.1"	"transposase"	"tnpA"
"1023_tnpA_AY786981.1"	"transposase"	"tnpA"
"2228_tnpA_AM260957.1"	"transposase"	"tnpA"
"1150_ISCR8_KC795422"	"ISCR"	"ISCR8"
"1232_tnpA(ISRSB101-1)_AJ698325.1"	"transposase"	"tnpA(ISRSB101-1)"
"1851_IS91_MQUF01000014.1"	"insertion_element_IS91"	"IS91"
"2378_IS91_CP005973.1"	"insertion_element_IS91"	"IS91"
"2672_IS91_MKEM01000273.1"	"insertion_element_IS91"	"IS91"
"2787_tnpA_AKNM01000008.1"	"transposase"	"tnpA"
"807_tnpA_AKNT01000004.1"	"transposase"	"tnpA"
"2235_tnpA_FR718867.1"	"transposase"	"tnpA"
"2528_tnpA_AY786982.1"	"transposase"	"tnpA"
"219_IncFII(SARC14)_1_SARC14_JQ418540"	"plasmid"	"IncFII(SARC14)"
"977_tnpA_AB025195.1"	"transposase"	"tnpA"
"1003_tnpA_AP013353.1"	"transposase"	"tnpA"
"1183_IS91_CP000681.1"	"insertion_element_IS91"	"IS91"
"1278_istA9_HG916826.1"	"istA9"	"istA9"
"1665_IS91_CP001635.1"	"insertion_element_IS91"	"IS91"
"1707_IS91_CP019240.1"	"insertion_element_IS91"	"IS91"
"2103_IS91_CP009122.1"	"insertion_element_IS91"	"IS91"
"790_tnpA_GU371929.1"	"transposase"	"tnpA"
"1816_qacEdelta_KJ504228.1"	"qacEdelta"	"qacEdelta"
"51_rep10_2_CDS1(pIM13)_M13761"	"plasmid"	"rep10"
"720_IS91_MOHK01000618.1"	"insertion_element_IS91"	"IS91"
"1211_IS91_MPGZ01000151.1"	"insertion_element_IS91"	"IS91"
"787_tnpA_AF282853.1"	"transposase"	"tnpA"
"186_IncFIB(Mar)_1_pNDM-Mar_JN420336"	"plasmid"	"IncFIB(Mar)"
"1244_IS91_CP000529.1"	"insertion_element_IS91"	"IS91"
"1372_tnpA_CBTB010000226.1"	"transposase"	"tnpA"
"1544_tnpA_AF408195.1"	"transposase"	"tnpA"
"1872_tnpA_AE014299.2"	"transposase"	"tnpA"
"1879_IS91_CP001053.1"	"insertion_element_IS91"	"IS91"
"2022_tnpA_JRLK01000014.1"	"transposase"	"tnpA"
"437_tnpA_CP003069.1"	"transposase"	"tnpA"
"629_tnpA_AF130439.1"	"transposase"	"tnpA"
"1505_tnpA_AMFJ01010795.1"	"transposase"	"tnpA"
"1546_tnpA_AYLO01000004.1"	"transposase"	"tnpA"
"1662_IS91_CP000616.1"	"insertion_element_IS91"	"IS91"
"1311_tniA_KJ588780.1"	"tniA"	"tniA"
"1347_tnpA_FLQY01000035.1"	"transposase"	"tnpA"
"2477_tnpA_FO203427.1"	"transposase"	"tnpA"
"2517_IS91_CP001350.1"	"insertion_element_IS91"	"IS91"
"935_tnpA_ACGS02000049.1"	"transposase"	"tnpA"
"1228_tnpA_AKNO01000001.1"	"transposase"	"tnpA"
